File Path,Line Number,Violation Type,Priority,Description,Line Content,Suggested Fix
docs/examples/optional_elements_phase2_examples.asthra,21,return_void,LOW,Functions returning void should use return; not return void;,return void;,return;
docs/examples/optional_elements_phase2_examples.asthra,26,return_void,LOW,Functions returning void should use return; not return void;,return void;,return;
docs/examples/optional_elements_phase2_examples.asthra,56,return_void,LOW,Functions returning void should use return; not return void;,return void;,return;
docs/examples/optional_elements_phase2_examples.asthra,67,return_void,LOW,Functions returning void should use return; not return void;,return void;,return;
docs/examples/annotations/human_review_examples.asthra,191,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","log(""INFO"", ""Operation succeeded after {attempt} retries"");","Convert to concatenation: ""log(""INFO"", ""Operation succeeded after"" + attempt + ""retries"");"""
docs/examples/annotations/human_review_examples.asthra,199,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","return Result.Err(""Operation failed after {max_retries} attempts: "" + error);","Convert to concatenation: ""return Result.Err(""Operation failed after"" + max_retries + ""attempts: "" + error);"""
docs/examples/annotations/human_review_examples.asthra,207,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","log(""WARN"", ""Attempt {attempt} failed, retrying in {actual_delay}ms: "" + error);","Convert to concatenation: ""log(""WARN"", ""Attempt"" + attempt + ""failed, retrying in"" + actual_delay + ""ms: "" + error);"""
docs/examples/annotations/human_review_examples.asthra,303,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","audit_log(""TRANSACTION_VALIDATION_FAILED"", ""Transaction {transaction.id}: "" + error);","Convert to concatenation: ""audit_log(""TRANSACTION_VALIDATION_FAILED"", ""Transaction"" + transaction.id + "": "" + error);"""
docs/examples/annotations/human_review_examples.asthra,313,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","audit_log(""TRANSACTION_INSUFFICIENT_FUNDS"", ""Transaction {transaction.id}: "" + error);","Convert to concatenation: ""audit_log(""TRANSACTION_INSUFFICIENT_FUNDS"", ""Transaction"" + transaction.id + "": "" + error);"""
docs/examples/annotations/human_review_examples.asthra,322,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","audit_log(""TRANSACTION_LIMIT_EXCEEDED"", ""Transaction {transaction.id}: "" + error);","Convert to concatenation: ""audit_log(""TRANSACTION_LIMIT_EXCEEDED"", ""Transaction"" + transaction.id + "": "" + error);"""
docs/examples/annotations/human_review_examples.asthra,332,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","audit_log(""TRANSACTION_FRAUD_DETECTED"", ""Transaction {transaction.id}: "" + error);","Convert to concatenation: ""audit_log(""TRANSACTION_FRAUD_DETECTED"", ""Transaction"" + transaction.id + "": "" + error);"""
docs/examples/annotations/human_review_examples.asthra,357,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","audit_log(""TRANSACTION_DEBIT_FAILED"", ""Transaction {transaction.id}: "" + error);","Convert to concatenation: ""audit_log(""TRANSACTION_DEBIT_FAILED"", ""Transaction"" + transaction.id + "": "" + error);"""
docs/examples/annotations/human_review_examples.asthra,371,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","audit_log(""TRANSACTION_CREDIT_FAILED"", ""Transaction {transaction.id}: "" + error);","Convert to concatenation: ""audit_log(""TRANSACTION_CREDIT_FAILED"", ""Transaction"" + transaction.id + "": "" + error);"""
docs/examples/annotations/human_review_examples.asthra,384,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","audit_log(""TRANSACTION_RECORD_FAILED"", ""Transaction {transaction.id}: "" + error);","Convert to concatenation: ""audit_log(""TRANSACTION_RECORD_FAILED"", ""Transaction"" + transaction.id + "": "" + error);"""
docs/examples/annotations/human_review_examples.asthra,392,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","audit_log(""TRANSACTION_COMMIT_FAILED"", ""Transaction {transaction.id}: "" + error);","Convert to concatenation: ""audit_log(""TRANSACTION_COMMIT_FAILED"", ""Transaction"" + transaction.id + "": "" + error);"""
docs/examples/annotations/human_review_examples.asthra,403,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","audit_log(""TRANSACTION_SUCCESS"", ""Transaction {transaction.id} completed successfully"");","Convert to concatenation: ""audit_log(""TRANSACTION_SUCCESS"", ""Transaction"" + transaction.id + ""completed successfully"");"""
docs/examples/annotations/human_review_examples.asthra,492,empty_params,HIGH,Function with empty parameter list should use (none),"fn generate_cryptographic_salt() -> Result<[]u8, string> {","fn generate_cryptographic_salt(none) -> Result<[]u8, string> {"
docs/examples/annotations/human_review_examples.asthra,628,empty_params,HIGH,Function with empty parameter list should use (none),pub fn new() -> Config {,pub fn new(none) -> Config {
docs/examples/annotations/human_review_examples.asthra,651,empty_params,HIGH,Function with empty parameter list should use (none),pub fn new() -> ProcessedRecord {,pub fn new(none) -> ProcessedRecord {
docs/examples/annotations/ffi_annotations.asthra,274,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","return Result.Err(""Secure operation failed with code: {result}"");","Convert to concatenation: ""return Result.Err(""Secure operation failed with code:"" + result + "");"""
docs/examples/annotations/ffi_annotations.asthra,423,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","return Result.Err(""Complex function failed with code: {result}"");","Convert to concatenation: ""return Result.Err(""Complex function failed with code:"" + result + "");"""
docs/examples/annotations/ffi_annotations.asthra,478,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","_ => return Result.Err(""Unknown error code: {result}"")","Convert to concatenation: ""_ => return Result.Err(""Unknown error code:"" + result + "")"""
docs/examples/annotations/ffi_annotations.asthra,511,empty_params,HIGH,Function with empty parameter list should use (none),pub fn new() -> SecurityConfig {,pub fn new(none) -> SecurityConfig {
examples/concurrency_simple.asthra,8,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
examples/worker_pool_demo.asthra,6,empty_params,HIGH,Function with empty parameter list should use (none),fn main() -> i32 {,fn main(none) -> i32 {
examples/struct_methods.asthra,27,empty_params,HIGH,Function with empty parameter list should use (none),fn origin() -> Point {,fn origin(none) -> Point {
examples/struct_methods.asthra,38,auto_type,MEDIUM,Auto type annotation should be explicit type,let dx: auto = self.x - other.x;,let dx: <explicit_type> = self.x - other.x;
examples/struct_methods.asthra,39,auto_type,MEDIUM,Auto type annotation should be explicit type,let dy: auto = self.y - other.y;,let dy: <explicit_type> = self.y - other.y;
examples/struct_methods.asthra,112,auto_type,MEDIUM,Auto type annotation should be explicit type,let origin: auto = Point::origin();,let origin: <explicit_type> = Point::origin();
examples/struct_methods.asthra,113,auto_type,MEDIUM,Auto type annotation should be explicit type,"let point1: auto = Point::new(3.0, 4.0);","let point1: <explicit_type> = Point::new(3.0, 4.0);"
examples/struct_methods.asthra,114,auto_type,MEDIUM,Auto type annotation should be explicit type,"let point2: auto = Point::new(6.0, 8.0);","let point2: <explicit_type> = Point::new(6.0, 8.0);"
examples/struct_methods.asthra,117,auto_type,MEDIUM,Auto type annotation should be explicit type,let distance1: auto = point1.distance_from_origin();,let distance1: <explicit_type> = point1.distance_from_origin();
examples/struct_methods.asthra,118,auto_type,MEDIUM,Auto type annotation should be explicit type,let distance2: auto = point1.distance_to(point2);,let distance2: <explicit_type> = point1.distance_to(point2);
examples/struct_methods.asthra,119,auto_type,MEDIUM,Auto type annotation should be explicit type,let is_origin: auto = origin.is_origin();,let is_origin: <explicit_type> = origin.is_origin();
examples/struct_methods.asthra,122,auto_type,MEDIUM,Auto type annotation should be explicit type,"let transformed_point: auto = point1.translate(1.0, 1.0).scale(2.0);","let transformed_point: <explicit_type> = point1.translate(1.0, 1.0).scale(2.0);"
examples/struct_methods.asthra,125,auto_type,MEDIUM,Auto type annotation should be explicit type,"let rect: auto = Rectangle::new(0.0, 0.0, 10.0, 5.0);","let rect: <explicit_type> = Rectangle::new(0.0, 0.0, 10.0, 5.0);"
examples/struct_methods.asthra,126,auto_type,MEDIUM,Auto type annotation should be explicit type,"let square: auto = Rectangle::square(2.0, 2.0, 4.0);","let square: <explicit_type> = Rectangle::square(2.0, 2.0, 4.0);"
examples/struct_methods.asthra,128,auto_type,MEDIUM,Auto type annotation should be explicit type,let area: auto = rect.area();,let area: <explicit_type> = rect.area();
examples/struct_methods.asthra,129,auto_type,MEDIUM,Auto type annotation should be explicit type,let perimeter: auto = rect.perimeter();,let perimeter: <explicit_type> = rect.perimeter();
examples/struct_methods.asthra,130,auto_type,MEDIUM,Auto type annotation should be explicit type,let corner: auto = rect.bottom_right();,let corner: <explicit_type> = rect.bottom_right();
examples/struct_methods.asthra,131,auto_type,MEDIUM,Auto type annotation should be explicit type,let contains_point: auto = rect.contains(point1);,let contains_point: <explicit_type> = rect.contains(point1);
examples/struct_methods.asthra,134,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","log(""Point distance from origin: {distance1}"");","Convert to concatenation: ""log(""Point distance from origin:"" + distance1 + "");"""
examples/struct_methods.asthra,135,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","log(""Distance between points: {distance2}"");","Convert to concatenation: ""log(""Distance between points:"" + distance2 + "");"""
examples/struct_methods.asthra,136,string_interpolation,CRITICAL,"String interpolation removed in v1.22, use concatenation","log(""Rectangle area: {area}"");","Convert to concatenation: ""log(""Rectangle area:"" + area + "");"""
